wave	name_CW	packet_name_1	packet_name_2	name_TGRC	name_CC	name_EA	name_PI	name_TS	name_BGV	name_FLA	name_LYC	name_TR	name_other	name_original_alonge	name_original_razifard	part_of_razifard	part_of_alonge	species	alonge_species	Taxon	SV Count	SV Collector Rank	SRA ID	Yield (bp)	Assigned_population	Country	Province	Collecting_locality	Local_name	Notes_from_original_collections	Latitude	Longitude	fresh_weight_(g)	dry_weight_(%)	locule_number_(count)	pericarp_thickness_(mm)	soluble_solids_(Brix)	beta-carotene_(mg/g_tissue)	lycopene_(mg/g_tissue)	citric_acid_(mg/g_tissue)	malic_acid_(mg/g_tissue)	glucose_(mg/g_tissue)	fructose_(mg/g_tissue)	alpha-tomatine_(mg/g_tissue)	dehydrotomatine_(mg/g_tissue)
9	CW0165	LA0767		LA0767											LA0767	TRUE	FALSE	lycopersicum							unassigned	GTM	Quetzaltenango	unknown	unknown	primitive cultivar	14.833333	-91.516666999999998	55.06375	7.664625879	7.1287883330000001	2.8723809519999999	5.6	0.67407578099999998	50.391471240000001	2.9629629629999998	1.166502463	14.981818179999999	16.64	7.4562900000000004E-4	3.4728200000000003E-4
9	CW0166	LA4775		LA4775					BGV013134						BGV013134	TRUE	FALSE	lycopersicum							SLC MEX	CRI	Cartago	CATIE;Turrialba;Cartago	unknown		9.9	-83.683333329999996	3.005833333	9.879515122	2.0249999999999999	0.96762499999999996	6.8	3.273233914	30.754302429999999	7.6549019610000002	9.1542288999999999E-2	16.97142857	20.61886792	NA	NA
9	CW0167	LA4778		LA4778					BGV014514						BGV014514	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Lamas.Lamas.Lamas;San Martín	unknown	weed in the backyard	-6.420277778	-76.517499999999998	18.89416667	7.270140742	4.0845588240000001	1.8210555559999999	4.5999999999999996	0.85742494199999997	16.190520119999999	3.9538461539999998	0.26138613900000002	11.52941176	15.31851852	1.3070040000000001E-3	2.4232999999999999E-4
9	CW0168	LA4787		LA4787					BGV015727						BGV015727	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Ponazapa.Alonso Alvarado.Lamas;San Martín	unknown	primitive cultivar in farmland	-6.3244444440000001	-76.68305556	12.10791667	7.453723488	2.180555	2.2555729169999998	5	2.218093138	27.601543589999999	6.0917431190000002	0.26536585400000001	12.6	15.81176471	1.5146300000000001E-4	4.5399999999999999E-5
9	CW0169	BGV008106							BGV008106						BGV008106	TRUE	FALSE	lycopersicum							SLC MEX	PER	Puno	Yanahuana;Puno	unknown	Home garden (1985).  One plant in dooryard garden with other vegetables and flowers. Typical SLC, with hairs, small flowers, stigmas barely exserted. Said to be spontaneous not sown. Fruit use desultory, said to be bitter. Photo of plant? General notes on SLC of San Juan del Oro region 10/29/1984: All = [?] SLC but with noted differences between collections. In most cases = single plants in dooryards, mostly not planted. None seen except in disturbed places, nearly always in gardens. Robust plants with highly divided leaves and good fruit set. Flowers generally tiny and scarcely or not exserted. Some claim flavor is good, others = bitter and used to cure chicken diseases. Km distances are all distances beyond San Juan del Oro. 	-14.25444444	-69.216666669999995	6.410416667	8.800759317	2.7250000000000001	1.133958333	5.8	3.523361988	68.151034109999998	7.0653465349999998	0.25346534700000001	13.178181820000001	17.2	9.4158977000000005E-2	6.3602090000000003E-3
9	CW0170	PI169588				EA04861	PI169588	TS-698						PI169588		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2396	30	Pending	Pending																					
9	CW0171	EA00488			CC00488	EA00488		TS-665						EA00488		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2088	28	Pending	Pending																					
9	CW0172	LYC3153			CC03221	EA03221		TS-677			LYC3153			LYC3153		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2927	16	Pending	Pending																					
10	CW0173	TR00020						TS-734				TR00020		TR00020		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2747	18	Pending	Pending																					
10	CW0174	LA4767		LA4767					BGV008354						BGV008354	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	CRI	San José	San José	unknown		unknown	unknown	17.69916667	8.382227227	3.2749999999999999	1.830820455	6	6.5229401960000004	45.801067269999997	6.8075471700000003	0.182178218	14.603636359999999	18.20377358	3.4391579999999999E-3	5.5362100000000002E-4
10	CW0175	TR00021						TS-736				TR00021		TR00021		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3924	15	Pending	Pending																					
10	CW0176	LA4751		LA4751					BGV007927						BGV007927	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	MEX	Sinaloa	El Vergel.Culiacán;Sinaloa	Tomate	wild, wild, margin of water canal, spontaneous, 5-7 mm	24.716666669999999	-107.7833333	1.455095833	13.12065704	2.0125000000000002	0.75335694399999997	8	2.8568150409999999	64.755422690000003	5.2723809519999998	7.6923077000000006E-2	21.542857139999999	24.829629629999999	1.1613171E-2	1.854922E-3
10	CW0177	LA4672		LA4672					BGV006235						BGV006235	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Indanza.Limón Indanza;Morona Santiago	Tomate riñón	kidney tomate, primitive cultivar	-3.0630555560000001	-78.486388890000001	10.55291667	7.337622694	3.392948718	2.04325	4.4000000000000004	1.1934686910000001	43.144070640000002	6.3529411759999999	0.35555555599999999	11.0877193	13.63076923	4.6266830000000004E-3	1.221445E-3
10	CW0178	BGV008108							BGV008108					BGV008108	BGV008108	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	8686	8	SRR10763458	83021621615	SLC MEX-CA-NSA	PER	Madre de Dios	Yunguyo;Madre de Dios	unknown	In a chacra, as a weed in waste places (1985)	-12.037299000000001	-70.846772999999999	4.18125	10.72623419	2.3875000000000002	0.96265037899999994	5.4	3.164539628	34.325331730000002	7.382178218	0.32636815899999999	13.353846150000001	15.34693878	2.4965310000000002E-3	4.1527699999999997E-4
10	CW0179	LA4781		LA4781					BGV014518						BGV014518	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Rumisapa.Rumisapa.Lamas;San Martín	unknown	primitive cultivar in backyard	-6.4494444440000001	-76.471666670000005	13.53944444	7.088425057	2.9	1.935444444	4.7	1.3417907060000001	41.400835229999998	6.342745098	0.27365291800000002	12.112280699999999	15.064150939999999	1.6903249999999999E-3	5.6234299999999998E-4
10	CW0180	LA4765		LA4765					BGV008345						BGV008345	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	SLV			unknown		unknown	unknown	4.009583333	8.653508772	2.0499999999999998	1.1925555560000001	5.0999999999999996	1.5621075289999999	25.791132730000001	6.4293577979999998	0.186407767	11.621052629999999	15.060869569999999	NA	NA
10	CW0181	BGV008058							BGV008058						BGV008058	TRUE	FALSE	lycopersicum							SLC ECU	MEX	Campeche	Becal Ruins;Campeche	unknown	From wild plants in Becan ruins, Campeche, Mexico.	20.45	-90.016666670000006	4.794583333	9.222582145	2.1	0.97613888900000001	5.6	1.4659888130000001	19.684757260000001	8.88385377	0.38819932299999999	14.00216906	17.19320755	5.7040989999999998E-3	5.8091600000000001E-4
1	CW1000	LA4711		LA4711					BGV007111						BGV007111	TRUE	FALSE	pimpinellifolium							SP NECU	ECU	Esmeraldas	Camarones.Esmeraldas;Esmeraldas	Tomatillo	wild, close to the coast line	0.995	-79.561111109999999	1.2086125	10.19141676	2	0.78180555600000001	4.95	5.8319079140000003	63.85103513	5.6532143799999997	0.37352074600000001	10.28965517	16.118339630000001	4.7265079999999999E-3	6.7591000000000005E-4
1	CW1001	LA1547		LA1547	CC00667			TS-14						LA1547		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	40583	N/A	SRR10230182	91572770226																					
1	CW1002	LA4784		LA4784					BGV015380						BGV015380	TRUE	FALSE	pimpinellifolium							SP PER	PER	Cajamarca	San Agustín.Bellavista.Jaén;Cajamarca	unknown	fallow land	-5.6011111109999998	-78.78	1.1299	14.22515502	2.2124999999999999	0.60073645799999997	8.0500000000000007	4.0906054440000004	69.978451519999993	8.1022563850000004	0.362064883	24.47881774	26.418099550000001	3.2074389999999999E-3	7.1605400000000004E-4
1	CW1003	LA4676		LA4676					BGV006353						BGV006353	TRUE	FALSE	pimpinellifolium							SP PER	PER	Lambayeque	Lambayeque	unknown	wild, sandy soil	-5.5891666669999998	-79.970277780000004	0.953125	10.31076228	2.0249999999999999	0.91287499999999999	5.8	NA	NA	5.8122448980000003	0.505472637	6.8148148150000001	9.0879999999999992	NA	NA
2	CW1004	LA2102		LA2102										LA2102		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	36374	N/A	SRR10313089	76591238003																					
2	CW1005	LA4713		LA4713					BGV007151						BGV007151	TRUE	FALSE	pimpinellifolium							SP SECU	ECU	Manabí	Chilagualan.El Carmen;Manabí	unknown	wild, close to a pond	-0.12583333299999999	-79.585277779999998	1.498933333	10.97849906	2	0.678888889	6.95	2.4479280980000002	69.342509860000007	8.0061651380000001	0.39121951199999999	15.1802969	16.93107693	0.109949359	2.2646656000000001E-2
2	CW1006	LA4665		LA4665					BGV006208						BGV006208	TRUE	FALSE	pimpinellifolium							SP SECU	ECU	Azuay	Chaguarpamba.Santa Isabel;Azuay	Tomatillo	wild, close to a balsa	-3.3080555559999998	-79.348055560000006	1.140666667	10.41999733	2	0.719138889	6.5	NA	NA	6.7027027029999999	0.58256410300000006	16.634482760000001	19.921568629999999	NA	NA
2	CW1007	LA4718		LA4718					BGV007169						BGV007169	TRUE	FALSE	pimpinellifolium							SP NECU	ECU	Manabí	El Humedal.Pedernales, a 14,5 Km dirección Pedernales;Manabí	Tomatillo	wild, mountainous land	3.5833333000000002E-2	-79.950555559999998	1.6672	11.93714852	2.25	0.69325000000000003	6.95	2.4760558559999999	43.295649179999998	8.7794279720000006	0.445987566	16.803629770000001	21.290799400000001	1.1722701E-2	3.779442E-3
3	CW1008	LA1279		LA1279										LA1279		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	30387	N/A	SRR10230187	102997609317																					
3	CW1009	LA4723		LA4723					BGV007366						BGV007366	TRUE	FALSE	pimpinellifolium							SP SECU	ECU	El Oro	1,7 km antes de llegar a Uzhcurrumi;Uzhcurrumi;El Oro	Tomatillo		-3.3283333329999998	-79.608055559999997	1.471179167	12.54951777	2	0.56830555599999999	6.8	2.1769433380000001	93.082242640000004	8.2348623849999996	0.34455445499999998	11.490909090000001	15.849056600000001	3.8736557999999997E-2	5.9029390000000003E-3
3	CW1010	LA1924		LA1924	CC01507			TS-79						LA1924		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	41598	N/A	SRR10230184	55192626250																					
3	CW1011	LA4677		LA4677					BGV006363						BGV006363	TRUE	FALSE	pimpinellifolium							SP PER	PER	Lambayeque	Olmos.Lambayeque, a 4 Km dirección Jaén;Lambayeque	unknown	wild, sandy soil, abundant vegetation	-5.9950000000000001	-79.717500000000001	1.589925	12.90865665	2.35	0.79123645799999998	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	CW1012	LA4719		LA4719					BGV007181						BGV007181	TRUE	FALSE	pimpinellifolium							SP NECU	ECU	Manabí	Pedernales;Manabí	Tomatillo	fallow land with abundan vegetation	7.1111111000000005E-2	-80.056944439999995	1.838645833	10.93896802	2	0.55324242400000001	6.6	3.300312865	75.819781079999998	10.285934920000001	0.53858934999999997	13.141065830000001	16.95372549	NA	NA
4	CW1013	LA4720		LA4720					BGV007194						BGV007194	TRUE	FALSE	pimpinellifolium							SP NECU	ECU	Manabí	Entrada a Punta Prieta.Jama;Manabí	Tomatillo	wild, 100 m from shore, abundant vegetation	-0.12555555600000001	-80.216944440000006	1.335925	11.23882346	2	0.62041666699999998	7.35	2.9699173069999998	55.156132810000003	9.5396226419999994	0.42103966500000001	17.491133009999999	22.461248189999999	NA	NA
4	CW1014	LA1582		LA1582	CC01461		PI407539	TS-92						LA1582		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	40024	N/A	SRR10222607	86563528475																					
4	CW1015	LA4715		LA4715									unknown			FALSE	FALSE	pimpinellifolium	SP																										
5	CW1016	LA1245		LA1245	CC00611		PI365911	TS-124						LA1245		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	40989	N/A	SRR10222606	81500955047																					
5	CW1017	LA2173		LA2173				TS-419						LA2173		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	42829	N/A	SRR10313088	105422638037																					
5	CW1018	BGV006775	LA4685	LA4685					BGV006775					BGV006775	BGV006775	TRUE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	27112	7	Pending	Pending	SP NECU	ECU	Napo	El Mirador.Puerto Misahuallí;Napo	Tomatillo	wild in a black pepper filed. Used to graft	-1.0361111110000001	-77.691111109999994	1.886795833	10.64740652	2.0874999999999999	1.042638889	6.6	2.2214055359999998	68.662184589999995	10.078504669999999	0.39804877999999999	13.075862069999999	16.211320749999999	8.0480789999999996E-3	2.1906500000000001E-3
5	CW1019	LA1589		LA1589	CC01467	EA01467	PI407545	TS-19 / TS-291						LA1589		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	36975	N/A	Pending	Pending																					
6	CW1020	LA1237		LA1237	CC00605		PI365910	TS-77						LA1237		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	31378	N/A	SRR10230186	81173183281																					
6	CW1021	LA4712		LA4712					BGV007149						BGV007149	TRUE	FALSE	pimpinellifolium							SP NECU	ECU	Manabí	El Carmen, a 11,5 Km dirección Pedernales;Manabí	unknown	wild, road side, with vegetation	-0.183888889	-79.520833330000002	1.889154167	10.7226555	2	0.71772727300000005	6.5	1.6907108479999999	56.852846769999999	10.77369459	0.56558322800000005	13.14729064	17.864989520000002	7.0569600000000001E-3	2.0069990000000002E-3
6	CW1022	LA4680		LA4680					BGV006457						BGV006457	TRUE	FALSE	pimpinellifolium							SP PER	PER	Piura	Vicus.Morropón, a 7 Km dirección Lambayeque;Piura	Tomate culebra	wild, sandy soil, abundant vegetation	-5.1719444440000002	-80.138611109999999	1.270525	13.43862162	2	0.82899999999999996	7	NA	NA	7.5027027029999998	0.47464114800000001	14.4	17.694117649999999	NA	NA
6	CW1023	BGV006454	LA4679	LA4679					BGV006454					BGV006454	BGV006454	TRUE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	38694	N/A	SRR10313085	75172895465	SP PER	PER	Piura	Piura, a 42,3 Km dirección Chulucanas;Piura	Tomate culebra	wild, dry soil	-5.1475	-80.270277780000001	1.414594444	16.00349216	2	1.0088333330000001	7.3	1.639436841	75.221753050000004	8.9056603770000002	0.59303482600000001	19.806896550000001	22.96470588	7.7296999999999999E-4	2.3824600000000001E-4
7	CW1024	LA4663		LA4663					BGV006148						BGV006148	TRUE	FALSE	pimpinellifolium							unassigned	ECU	Loja	El Rosario.Chaguarpamba;Loja	Tomate de jardín	farmland, primitive cultivar, intermediate SP-ceras	-3.7913888889999998	-79.613055560000006	6.10375	7.431461873	2.0375000000000001	1.3380277780000001	4.5999999999999996	1.889722286	22.0274559	5.7346534650000001	0.35512195099999999	10.95172414	13.145098040000001	NA	NA
7	CW1025	LA4785		LA4785					BGV015382						BGV015382	TRUE	FALSE	pimpinellifolium							SP PER	PER	Amazonas	Magunchal.Jamalca.Utcubamba, a 1 Km dirección W;Amazonas	unknown	wild	-5.8855555559999999	-78.176111109999994	1.526761111	13.19783541	2.1124999999999998	0.77897743100000005	7.5	2.5441697250000002	67.653402	9.2244897960000003	0.81951219500000005	19.170370370000001	22.490566040000001	NA	NA
7	CW1026	LA4722		LA4722					BGV007339						BGV007339	TRUE	FALSE	pimpinellifolium							SP SECU	ECU	El Oro	Juana de Oro.Pasaje, a 1,6 Km dirección Pasaje;El Oro	Tomatillo		-3.3227777779999998	-79.832222220000006	1.6480125	11.50962788	2	0.55325000000000002	6.4	1.801965526	75.764637730000004	9.2356435640000001	0.19512195099999999	14.48421053	17.261538460000001	9.5267916999999994E-2	1.8425435E-2
7	CW1027	BGV007152	LA4714	LA4714					BGV007152					BGV007152	BGV007152	TRUE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	29201	N/A	SRR10222609	49762205430	SP NECU	ECU	Manabí	Puerto Nuevo.El Carmen, a 9,2 Km dirección Pedernales;Manabí	unknown	backyard, weed	-8.4444443999999994E-2	-79.68305556	2.0734125	10.78172243	2.0375000000000001	0.800277778	6	1.764996995	65.758754289999999	9.9384615380000003	0.46213592199999998	13.44	18.853333330000002	1.5159527000000001E-2	5.3852450000000003E-3
8	CW1028	BGV006336	LA4674	LA4674					BGV006336					BGV006336	BGV006336	TRUE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	40722	N/A	SRR10313086	102523592946	SP PER	PER	Piura	Buenos Aires.Morropón, a 7 Km dirección SE;Piura	unknown	wild, near border of a dry river	-5.3294444439999999	-79.918333329999996	0.829840909	11.58626104	2	0.79123645799999998	6.1	3.2080274750000002	90.437741900000006	5.9675675679999998	0.32	8.9890909089999997	13.99215686	9.7861699999999999E-4	4.3603000000000001E-4
8	CW1029	LA4717		LA4717					BGV007161						BGV007161	TRUE	FALSE	pimpinellifolium							SP NECU	ECU	Manabí	Puesto de policía;El Achote.Pedernales, a 1,8 Km dirección Pedernales;Manabí	unknown	roadside, very wet puddy soil, abundant vegetation	5.2777780000000003E-3	-79.883333329999999	1.693791667	12.05556378	2.0249999999999999	0.69027777800000001	5.8	1.52644482	63.781359109999997	8.703273008	0.41575984999999999	12.068965520000001	15.391553549999999	5.8538949999999996E-3	1.3163610000000001E-3
8	CW1030	LA4681		LA4681					BGV006478						BGV006478	TRUE	FALSE	pimpinellifolium							SP PER	PER	Lambayeque	Olmos.Lambayeque, a 7 Km dirección Lambayeque;Lambayeque	unknown	wild, in a cut road	-6.0347222220000001	-79.67694444	1.056542593	13.37648978	1.9875	NA	8	NA	NA	6.9189189190000002	0.34051282100000002	18.731034480000002	20.956862749999999	NA	NA
8	CW1031	BGV007198	LA4721	LA4721					BGV007198					BGV007198	BGV007198	TRUE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	40405	N/A	SRR10313083	73135179984	SP PER	ECU	Manabí	Tambuche.Jama;Manabí	Tomatillo	farmland, close to weeds	-0.30111111099999999	-80.329166670000006	1.788808333	11.59596229	2	0.82809090900000004	6.6	1.9537166850000001	69.435348520000005	7.2768995409999997	0.53091465800000004	16.510344830000001	20.536293010000001	2.182593E-3	5.8962499999999998E-4
9	CW1032	LA4673		LA4673					BGV006327						BGV006327	TRUE	FALSE	pimpinellifolium							SP PER	PER	Piura	Tambo Grande.Piura, a 2 Km dirección NW;Piura	Tomate culebra	wild	-4.892222222	-80.375277780000005	1.397020833	12.32072337	2	0.79322083300000001	6.7	3.6187501800000001	85.426153159999998	7.718918919	0.38606965199999999	16.33103448	18.88627451	3.1467119999999999E-3	1.2656049999999999E-3
9	CW1033	LA2181		LA2181	CC01525			TS-156						LA2181		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	34901	N/A	SRR10222608	52117419193																					
9	CW1034	LA4716		LA4716					BGV007158						BGV007158	TRUE	FALSE	pimpinellifolium							SP NECU	ECU	Manabí	Entrada Chibunga.Chone;Manabí	unknown	wild, road side	-9.2222222000000006E-2	-79.76055556	1.619908333	11.89488157	2	0.69069444400000002	6.9	2.456152356	68.368722160000004	10.636524379999999	0.41751243799999999	17.065830729999998	21.560784309999999	NA	NA
9	CW1035	LA4675		LA4675					BGV006347						BGV006347	TRUE	FALSE	pimpinellifolium							SP PER	PER	Piura	Piura.Piura, a 67 Km dirección Olmos;Piura	unknown	wild, sandy soil	-5.278333333	-80.105833329999996	0.94205	13.51083244	2	0.750518519	8.1	NA	NA	7.7621621620000001	0.30358974399999999	16.137931030000001	17.725490199999999	NA	NA
10	CW1036	LA1335		LA1335										LA1335		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	45840	N/A	SRR10230180	98992310780																					
10	CW1037	BGV006370	LA4678	LA4678					BGV006370					BGV006370	BGV006370	TRUE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	37179	N/A	SRR10230185	58214583832	SP PER	PER	Piura	Mallares.Sullana;Piura	unknown	wild, roadside, close to rice plants	-4.8502777779999997	-80.849166670000002	1.310670833	14.96109181	2.1124999999999998	0.87297222200000002	8.5	2.8583191819999998	56.852252530000001	11.03347194	0.42154776399999999	16.751851850000001	20.202461540000002	8.0804350000000004E-3	1.677345E-3
10	CW1038	LA1478		LA1478	CC01443			TS-266						LA1478		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	45211	N/A	SRR10230181	86562857782																					
10	CW1039	BGV007109	LA4710	LA4710					BGV007109					BGV007109	BGV007109	TRUE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	31259	N/A	SRR10313087	116314652002	SP NECU	ECU	Esmeraldas	Pampa.Tacusa.Esmeraldas;Esmeraldas	Tomatillo	wild, with weeds, very wet environment, serrated leaves	0.98944444399999998	-79.533611109999995	1.0624	9.886751428	2	0.82619444399999997	5.2	6.0248907190000001	39.47451006	5.9320754720000002	0.34343434299999998	10.31428571	14.852830190000001	9.4903200000000004E-4	2.0479600000000001E-4
10	CW1040	LA1592		LA1592										LA1592		FALSE	TRUE	pimpinellifolium	SP	S. pimpinellifolium	41653	N/A	SRR10230183	85283027943																					
1	CW2000	LA1409		LA1409										LA1409		FALSE	TRUE	cheesmaniae	CHE	S. cheesmaniae	34292	N/A	SRR10287514	53264477355																					
2	CW2001	LA3124		LA3124										LA3124		FALSE	TRUE	cheesmaniae	CHE	S. cheesmaniae	32277	N/A	Pending	Pending																					
3	CW2002	LA0528B		LA0528B										LA0528B		FALSE	TRUE	cheesmaniae	CHE	S. cheesmaniae	35310	N/A	SRR10287515	44825758244																					
4	CW2003	LA1407		LA1407										LA1407		FALSE	TRUE	cheesmaniae	CHE	S. cheesmaniae	39948	N/A	SRR10287513	65284340934																					
5	CW2004	LA1406		LA1406										LA1406		FALSE	TRUE	cheesmaniae	CHE	S. cheesmaniae	40132	N/A	SRR10287512	88934776581																					
1	CW3000	LA0438		LA0438										LA0438		FALSE	TRUE	galapagense	GAL	S. galapagense	38127	N/A	SRR10241440	82462339626																					
2	CW3001	LA1141		LA1141										LA1141		FALSE	TRUE	galapagense	GAL	S. galapagense	35972	N/A	Pending	Pending																					
3	CW3002	LA0483		LA0483	CC00581	EA00581		TS-708						LA0483		FALSE	TRUE	galapagense	GAL	S. galapagense	37131	N/A	SRR10241441	64037373829																					
4	CW3003	LA0526		LA0526										LA0526		FALSE	TRUE	galapagense	GAL	S. galapagense	37879	N/A	SRR10241442	82624918482																					
5	CW3004	LA0317		LA0317										LA0317		FALSE	TRUE	galapagense	GAL	S. galapagense	38528	N/A	SRR10241439	96300598334																					
6	CW3005	LA1136		LA1136										LA1136		FALSE	TRUE	galapagense	GAL	S. galapagense	33408	N/A	SRR10241444	46478181992																					